What is Rice's collage score?	SELECT col2 FROM table_1_10361625_1 WHERE col5='Rice' 
Where does the defensive back position appear first?	SELECT MIN(col0) FROM table_1_10361230_1 WHERE col4='Defensive Back' 
What is Bruce Cerone overall?	SELECT MIN(col2) FROM table_1_10361230_1 WHERE col3='Bruce Cerone' 
Which player went to Emporia State?	SELECT col3 FROM table_1_10361230_1 WHERE col5='Emporia State' 
What is the highest choice?	SELECT MAX(col1) FROM table_1_10361230_1 WHERE 
What college did Bill Cappleman go to?	SELECT col5 FROM table_1_10361230_1 WHERE col3='Bill Cappleman' 
For the headstamp id of h2,what was the color of the bullet tip?	SELECT col2 FROM table_1_1036189_1 WHERE col0='H2' 
For the functional type of light ball,what were the other features?	SELECT col3 FROM table_1_1036189_1 WHERE col4='Light Ball' 
How many primers annulus colors were there when the color of the bullet tip was white?	SELECT COUNT(col1) FROM table_1_1036189_1 WHERE col2='White' 
How many bullet tips colors had other features of a blue band on case base?	SELECT COUNT(col2) FROM table_1_1036189_1 WHERE col3='Blue band on case base' 
How many touchdowns were scored in the year with a completion percentage of 56.0?	SELECT MIN(col8) FROM table_1_1037590_1 WHERE col5='56.0' 
What number of completions are recorded for the year with 12 games started?	SELECT col3 FROM table_1_1037590_1 WHERE col2='12' 
How many years were there with 348 attempts?	SELECT COUNT(col6) FROM table_1_1037590_1 WHERE col4='348' 
How many characters is by Babs Rubenstein?	SELECT COUNT(col2) FROM table_1_10402018_1 WHERE col6='Babs Rubenstein' 
Which person is in the tronto/broadway and has a uk tour of n/a	SELECT col3 FROM table_1_10402018_1 WHERE col5='n/a' 
How many people play Frank in London?	SELECT COUNT(col2) FROM table_1_10402018_1 WHERE col0='Frank' 
Who was Class AAA during the school year of 2000-01?	SELECT col3 FROM table_1_10399701_2 WHERE col0='2000-01' 
Who was Class AAA during the same year that Class A was (tie)Apple Springs/Texline?	SELECT col3 FROM table_1_10399701_2 WHERE col1='(tie) Apple Springs/Texline' 
Who was Class AAAAA during the school year of 1995-96?	SELECT col5 FROM table_1_10399701_2 WHERE col0='1995-96' 
Who was Class AAA during the same year that Class AAAAA was Brownsville Pace?	SELECT col3 FROM table_1_10399701_2 WHERE col5='Brownsville Pace' 
What was the total number of Class AAA during the same year that Class AAA was White Oak?	SELECT COUNT(col2) FROM table_1_10399701_2 WHERE col3='White Oak' 
How many records are listed on Friday,May 25?	SELECT COUNT(col5) FROM table_1_10392906_2 WHERE col1='Friday, May 25' 
How many opponents were played on Saturday,June 9?	SELECT COUNT(col3) FROM table_1_10392906_2 WHERE col1='Saturday, June 9' 
In what week was the first game played at the Commerzbank-Arena?	SELECT MIN(col0) FROM table_1_10392906_2 WHERE col6='Commerzbank-Arena' 
What was the original air date of an episode set in 1544?	SELECT col7 FROM table_1_10413597_5 WHERE col3='1544' 
How many settings where there for episode 29 of the season?	SELECT COUNT(col3) FROM table_1_10413597_5 WHERE col0='29' 
Who wrote the episode that was set in winter 1541/february 13,1542?	SELECT col5 FROM table_1_10413597_5 WHERE col3='Winter 1541/February 13, 1542' 
What episode number of the season was "The Northern Uprising"?	SELECT col1 FROM table_1_10413597_4 WHERE col2='"The Northern Uprising"' 
What is the name of the track that lasts 5:30?	SELECT col3 FROM table_1_10416547_1 WHERE col8='5:30' 
What is the album namethat has the track title Sweetness  (tian tian de)?	SELECT col1 FROM table_1_10416547_1 WHERE col3='Sweetness  (Tian tian de)' 
What is the duration of the song where the major instrument is the piano and the date is 2004-02-03?	SELECT col8 FROM table_1_10416547_1 WHERE col6='Piano' AND col0='2004-02-03' 
What is the total number of lyricist where the lyrics theme is romance and the song lasts 3:50?	SELECT COUNT(col4) FROM table_1_10416547_1 WHERE col7='Romance' AND col8='3:50' 
What is the major instrument of the song that lasts 4:32? 	SELECT col6 FROM table_1_10416547_1 WHERE col8='4:32' 
What is the total number of music genre/style in which the lyrics are a detective story?	SELECT COUNT(col5) FROM table_1_10416547_1 WHERE col7='Detective story' 
What is the playoffs for the usl pro select league?	SELECT col4 FROM table_1_1046071_1 WHERE col2='USL Pro Select League' 
What is the number of the division for the 1st round?	SELECT COUNT(col1) FROM table_1_1046071_1 WHERE col5='1st Round' 
What was the team where series is formula renault 2.0 nec?	SELECT col2 FROM table_1_10420426_1 WHERE col1='Formula Renault 2.0 NEC' 
What is the total number of poles for arden international?	SELECT COUNT(col5) FROM table_1_10420426_1 WHERE col2='Arden International' 
What is the number of wins for gp2 series for racing engineering?	SELECT COUNT(col4) FROM table_1_10420426_1 WHERE col1='GP2 Series' AND col2='Racing Engineering' 
What is the number of podiums for season 2010 for campionato italiano superstars.	SELECT COUNT(col7) FROM table_1_10420426_1 WHERE col0='2010' AND col1='Campionato Italiano Superstars' 
What is the podium for 144 points?	SELECT col7 FROM table_1_10420426_1 WHERE col8='144' 
How many writers had an US air date of september 25,1993?	SELECT COUNT(col4) FROM table_1_10470082_3 WHERE col5='September 25, 1993' 
How many villians were in No. 25?	SELECT COUNT(col7) FROM table_1_10470082_3 WHERE col0='25' 
what being the maximum year where regular season is 4th,northwest	SELECT MAX(col0) FROM table_1_1046454_1 WHERE col3='4th, Northwest' 
what is the total number of playoffs where regular season is 6th,southwest	SELECT COUNT(col4) FROM table_1_1046454_1 WHERE col3='6th, Southwest' 
what is the maximum division	SELECT MAX(col1) FROM table_1_1046454_1 WHERE 
 what's the league where regular season is 2nd,northwest	SELECT col2 FROM table_1_1046454_1 WHERE col3='2nd, Northwest' 
what are all the regular season where year is 2011	SELECT col3 FROM table_1_1046454_1 WHERE col0='2011' 
How many titles have the number 11	SELECT COUNT(col2) FROM table_1_10470082_5 WHERE col1='11' 
How many have Mrs. briar as a villain	SELECT COUNT(col0) FROM table_1_10470082_5 WHERE col7='Mrs. Briar' 
how many have the number 8	SELECT COUNT(col0) FROM table_1_10470082_5 WHERE col1='8' 
How many have the title "the tale of the room for rent"	SELECT COUNT(col1) FROM table_1_10470082_5 WHERE col2='"The Tale of the Room for Rent"' 
What is the name of the episode told by Kiki and directed by Will Dixon?	SELECT col2 FROM table_1_10470082_6 WHERE col6='Kiki' AND col3='Will Dixon' 
Who is the storyteller in the episode called "The Tale of the Jagged Sign"?	SELECT col6 FROM table_1_10470082_6 WHERE col2='"The Tale of the Jagged Sign"' 
Who wrote Episode #3?	SELECT col4 FROM table_1_10470082_6 WHERE col1='3' 
Who are the villains in the episode titled "The Tale of the Forever Game"?	SELECT col7 FROM table_1_10470082_7 WHERE col2='"The Tale of The Forever Game"' 
How many villains appeared in the episode titled "The Tale of the Virtual Pets"?	SELECT COUNT(col7) FROM table_1_10470082_7 WHERE col2='"The Tale of The Virtual Pets"' 
Who are the villains in the episodes where Megan is the storyteller and Lorette LeBlanc is the director?	SELECT col7 FROM table_1_10470082_7 WHERE col6='Megan' AND col3='Lorette LeBlanc' 
What is the largest #for an episode that was written by Allison Lea Bingeman?	SELECT MAX(col1) FROM table_1_10470082_7 WHERE col4='Allison Lea Bingeman' 
Name the species when petal width is 2.0 and petal length is 4.9	SELECT col4 FROM table_1_10477224_1 WHERE col3='2.0' AND col2='4.9' 
Name the sepal width for i.virginica with petal length of 5.1	SELECT col1 FROM table_1_10477224_1 WHERE col4='I.virginica' AND col2='5.1' 
Name the number of species with sepal width of 3.4 and sepal length of 5.4	SELECT COUNT(col4) FROM table_1_10477224_1 WHERE col1='3.4' AND col0='5.4' 
Name the sepal length for sepal width of 2.8 and petal length of 5.1	SELECT col0 FROM table_1_10477224_1 WHERE col1='2.8' AND col2='5.1' 
Name the sepal width when sepal length is 6.5 and petal width is 2.2	SELECT col1 FROM table_1_10477224_1 WHERE col0='6.5' AND col3='2.2' 
Name the sepal lengh when sepal width is 2.9 and petal width 1.3	SELECT col0 FROM table_1_10477224_1 WHERE col1='2.9' AND col3='1.3' 
Who is the director and what number is the episode for episode #1 of Are You Afraid of the Dark season 3?	SELECT COUNT(col3) FROM table_1_10470082_4 WHERE col1='1' 
Who is the director of the episode whom Scott Peters is the writer?	SELECT col3 FROM table_1_10470082_4 WHERE col4='Scott Peters' 
Who is the villain in episode #7?	SELECT col7 FROM table_1_10470082_4 WHERE col1='7' 
Who wrote episode #1 in season 7?	SELECT COUNT(col4) FROM table_1_10470082_8 WHERE col1='1' 
When did the episode written by Jim Morris air?	SELECT col5 FROM table_1_10470082_8 WHERE col4='Jim Morris' 
What was Datsun Twin 200's fastest lap?	SELECT col3 FROM table_1_10527215_3 WHERE col1='Datsun Twin 200' 
In the Datsun Twin 200 race,what was the fastest lap?	SELECT col3 FROM table_1_10527215_3 WHERE col1='Datsun Twin 200' 
What's the report for the True Value 500?	SELECT col6 FROM table_1_10527215_3 WHERE col1='True Value 500' 
What was Johnny Rutherford's fastest lap while Al Unser was the pole position?	SELECT col3 FROM table_1_10527215_3 WHERE col4='Johnny Rutherford' AND col2='Al Unser' 
What's the report on Penske Racing winning while the pole position was Al Unser?	SELECT COUNT(col6) FROM table_1_10527215_3 WHERE col2='Al Unser' AND col5='Penske Racing' 
Which countries have a scouting organization that was founded in 1926,and joined WOSM in 1930?	SELECT col0 FROM table_1_104858_1 WHERE col3='1930' AND col4='1926' 
Does Venezuela admit only boys,only girls,or both?	SELECT col5 FROM table_1_104858_1 WHERE col0='Venezuela' 
Which organizations admit both boys and girls for venturing,but only boys for non-venturing?	SELECT col2 FROM table_1_104858_1 WHERE col5='both for Venturing, boys only for non-Venturing' 
Which organizations were founded in 1972,but became WOSM members until 1977?	SELECT col2 FROM table_1_104858_1 WHERE col4='1972' AND col3='1977' 
Does the Scout Association of Hong Kong admit boys,girls,or both?	SELECT col5 FROM table_1_104858_1 WHERE col2='The Scout Association of Hong Kong' 
Does the Ghana Scout Association (founded in 1912)admit boys,girls,or both?	SELECT col5 FROM table_1_104858_1 WHERE col4='1912' AND col2='The Ghana Scout Association' 
What is the model number introduced May 1999?	SELECT MAX(col0) FROM table_1_10528691_4 WHERE col1='May 1999' 
What is the print resolution (FPI)for December 2002?	SELECT col4 FROM table_1_10528691_4 WHERE col1='December 2002' 
What is the maximum memory for the model discontinued in November 2001?	SELECT col7 FROM table_1_10528691_4 WHERE col2='November 2001' 
What is main presenters of La Granja?	SELECT col4 FROM table_1_1053802_1 WHERE col1='La Granja' 
What is the main presenter of bulgaria?	SELECT col4 FROM table_1_1053802_1 WHERE col0='Bulgaria' 
How many winners are there of farma?	SELECT COUNT(col3) FROM table_1_1053802_1 WHERE col1='Farma' 
What is the most cup goals for seasson 1911-12?	SELECT MAX(col5) FROM table_1_10556257_1 WHERE col0='1911-12' 
What is the league apps for season 1923-24?	SELECT col2 FROM table_1_10556257_1 WHERE col0='1923-24' 
What is the team for season 1911-12?	SELECT col1 FROM table_1_10556257_1 WHERE col0='1911-12' 
what's the minimum attendance with score  10.16 (76) 9.22 (76)	SELECT MIN(col6) FROM table_1_10566855_1 WHERE col3='10.16 (76)  9.22 (76)' 
who's the premier with in 1970	SELECT col1 FROM table_1_10566855_1 WHERE col0='1970' 
who are all the runner-up for premier in richmond	SELECT col2 FROM table_1_10566855_1 WHERE col1='Richmond' 
what is the minimum attendance with score 8.16 (64) 8.12 (60)	SELECT MIN(col6) FROM table_1_10566855_1 WHERE col3='8.16 (64)  8.12 (60)' 
How many mileposts are there on Anne Street?	SELECT COUNT(col3) FROM table_1_10568553_1 WHERE col2='Anne Street' 
Which street is 12.2 miles long?	SELECT col2 FROM table_1_10568553_1 WHERE col3='12.2' 
Where does Route 24 intersect?	SELECT col1 FROM table_1_10568553_1 WHERE col4='Route 24' 
Where is milepost 12.8?	SELECT col1 FROM table_1_10568553_1 WHERE col3='12.8' 
What is the minimum amount for wool for 2001-02?	SELECT MIN(col1) FROM table_1_1057262_1 WHERE col0='Wool' 
Who were the operational owners during the construction date of April 1892?	SELECT col3 FROM table_1_1057316_1 WHERE col2='April 1892' 
Where can you find Colorado and Southern Railway #9?	SELECT col4 FROM table_1_1057316_1 WHERE col3='Colorado and Southern Railway #9' 
What is the wheel arrangement for the train in Riverdale,Georgia?	SELECT col1 FROM table_1_1057316_1 WHERE col4='Riverdale, Georgia' 
When was the train 2053 built?	SELECT col2 FROM table_1_1057316_1 WHERE col0='2053' 
How many wheels does the train owned by Texas and New Orleans Railroad #319 have?	SELECT COUNT(col1) FROM table_1_1057316_1 WHERE col3='Texas and New Orleans Railroad #319' 
Which college has the men's nickname of the blazers?	SELECT col0 FROM table_1_10577579_3 WHERE col2='Blazers' 
Name the joined for the wolfpack women's nickname	SELECT col7 FROM table_1_10577579_3 WHERE col3='Wolfpack' 
Name the left of the Lady Pilots.	SELECT col8 FROM table_1_10577579_3 WHERE col3='Lady Pilots' 
Name the women's nickname when the enrollment is 1500 in mobile,Alabama.	SELECT col3 FROM table_1_10577579_3 WHERE col6='1500' AND col1='Mobile, Alabama' 
Which conference is in Jackson,Mississippi?	SELECT col9 FROM table_1_10577579_3 WHERE col1='Jackson, Mississippi' 
What is the men's nickname at the school that has the lady wildcats women's nickname?	SELECT col2 FROM table_1_10577579_3 WHERE col3='Lady Wildcats' 
What is the Mens Nickname for the member location of Jacksonville,florida?	SELECT col2 FROM table_1_10577579_2 WHERE col1='Jacksonville, Florida' 
What is the enrollment for the institution that was founded in 1866 and is a private/(african methodist)type?	SELECT MAX(col6) FROM table_1_10577579_2 WHERE col4='1866' AND col5='Private/(African Methodist)' 
That is the year founded for the institution location of Nashville,Tennessee?	SELECT MIN(col4) FROM table_1_10577579_2 WHERE col1='Nashville, Tennessee' 
What is the year the institution Tougaloo College joined?	SELECT col7 FROM table_1_10577579_2 WHERE col0='Tougaloo College' 
What is the date of vacancy when the date of appointment is 28 november 2007 and replaced by is alex mcleish?	SELECT col3 FROM table_1_10592536_8 WHERE col5='28 November 2007' AND col4='Alex McLeish' 
What is the date of appointment when the date of vacancy is 21 december 2007?	SELECT col5 FROM table_1_10592536_8 WHERE col3='21 December 2007' 
Who replaced when team is wigan athletic?	SELECT col4 FROM table_1_10592536_8 WHERE col0='Wigan Athletic' 
What is the date of vacancy when the team is manchester city and replaced by is mark hughes?	SELECT col3 FROM table_1_10592536_8 WHERE col0='Manchester City' AND col4='Mark Hughes' 
What is the date of appointment when replaced by is roy hodgson?	SELECT col5 FROM table_1_10592536_8 WHERE col4='Roy Hodgson' 
Who replaced when position in table is pre-season?	SELECT col4 FROM table_1_10592536_8 WHERE col6='Pre-season' 
How many games had a score value of 813.5 in post-season play?	SELECT COUNT(col4) FROM table_1_1059743_1 WHERE col2='813.5' 
Did any team score games that totaled up to 860.5?	SELECT col4 FROM table_1_1059743_1 WHERE col2='860.5' 
What was the score of the game when the team reached a record of 6-9?	SELECT col3 FROM table_1_10595672_1 WHERE col8='6-9' 
What type institution is point park university	SELECT col4 FROM table_1_10581768_2 WHERE col0='Point Park University' 
How many institutions are located in wilmore,kentucky and private	SELECT MAX(col3) FROM table_1_10581768_2 WHERE col4='Private' AND col2='Wilmore, Kentucky' 
point park university is what type of institution	SELECT col4 FROM table_1_10581768_2 WHERE col0='Point Park University' 
how many founded dates are listed for carlow university 1	SELECT COUNT(col3) FROM table_1_10581768_2 WHERE col0='Carlow University 1' 
Who wrote the episode titled "black"?	SELECT col4 FROM table_1_10610087_6 WHERE col2='"Black"' 
Who are the writers for the episode "solo"?	SELECT col4 FROM table_1_10610087_6 WHERE col2='"Solo"' 
what is the original air date of the episode no in season 9?	SELECT col5 FROM table_1_10610087_3 WHERE col1='9' 
What is the title of the episode written by denis leary,peter tolan and evan reilly?	SELECT col2 FROM table_1_10610087_3 WHERE col4='Denis Leary, Peter Tolan and Evan Reilly' 
How many episodes were titles "voicemail"?	SELECT COUNT(col3) FROM table_1_10610087_3 WHERE col2='"Voicemail"' 
When was Kamba active?	SELECT col1 FROM table_1_10602294_1 WHERE col0='Kamba' 
What was the cyclone's pressure in the storm that death was equal to 95km/h (60mph)?	SELECT col4 FROM table_1_10602294_1 WHERE col7='95km/h (60mph)' 
What were the active dates for the storm that had 185km/h (115mph)deaths?	SELECT col1 FROM table_1_10602294_1 WHERE col7='185km/h (115mph)' 
What was the damage (usd)from the cyclones that measured 1003hPa (29.62inHg)pressure?	SELECT col6 FROM table_1_10602294_1 WHERE col4='1003hPa (29.62inHg)' 
 what's the average where high score is 120	SELECT col6 FROM table_1_10621256_1 WHERE col5='120' 
 what's the player where 50 is 2 and n/o is 0	SELECT col0 FROM table_1_10621256_1 WHERE col8='2' AND col3='0' 
 what's the player where inns is 21	SELECT col0 FROM table_1_10621256_1 WHERE col2='21' 
Which general election had a pq majority and a 44.75% of the popular vote?	SELECT col0 FROM table_1_106367_2 WHERE col4='PQ majority' AND col3='44.75%' 
What is the least number of candidates running were there when 80 seats were won?	SELECT MIN(col1) FROM table_1_106367_2 WHERE col2='80' 
How many seats were won in the election with 125 candidates?	SELECT COUNT(col2) FROM table_1_106367_2 WHERE col1='125' 
How many weeks are there?	SELECT MAX(col0) FROM table_1_10647639_1 WHERE 
How many people attended the game against the indianapolis colts?	SELECT COUNT(col6) FROM table_1_10647639_1 WHERE col2='Indianapolis Colts' 
The game location,meadowlands,took place on what date?	SELECT col1 FROM table_1_10647639_1 WHERE col4='The Meadowlands' 
On december 16,1985,all the records were what?	SELECT col5 FROM table_1_10647639_1 WHERE col1='December 16, 1985' 
How many results are there for the 0-4 record?	SELECT COUNT(col3) FROM table_1_10646790_2 WHERE col5='0-4' 
How many weeks are there that include the date October 11,1969.	SELECT COUNT(col0) FROM table_1_10646790_2 WHERE col1='October 11, 1969' 
How many weeks are there that include the date November 9,1969.	SELECT COUNT(col0) FROM table_1_10646790_2 WHERE col1='November 9, 1969' 
How many records are there at the War Memorial Stadium?	SELECT COUNT(col5) FROM table_1_10646790_2 WHERE col4='War Memorial Stadium' 
What was the minimum attendance on December 7,1969?	SELECT MIN(col6) FROM table_1_10646790_2 WHERE col1='December 7, 1969' 
What week corresponds to the last one to be played at the memorial stadium?	SELECT MAX(col0) FROM table_1_10647401_1 WHERE col3='Memorial Stadium' 
In which stadium is the week 5 game played?	SELECT col3 FROM table_1_10647401_1 WHERE col0='5' 
In Penney's game what is the probability where the 1st player wins if the probability of a draw is 8.28% and the 2nd player chooses B BR?	SELECT col2 FROM table_1_10664957_2 WHERE col4='8.28%' AND col1='B BR' 
If the first player chooses RB B,what is the second player's choices?	SELECT col1 FROM table_1_10664957_2 WHERE col0='RB B' 
What is the probability where the second player wins where their choice is R RB and the first player has a 5.18% chance of winning?	SELECT col3 FROM table_1_10664957_2 WHERE col1='R RB' AND col2='5.18%' 
What are the chances the first player will win if the 2nd player has an 80.11% chance of winning with the choice of R RB?	SELECT col2 FROM table_1_10664957_2 WHERE col3='80.11%' AND col1='R RB' 
What are the chances that player 2 wins if player 1's choice is BB R?	SELECT col3 FROM table_1_10664957_2 WHERE col0='BB R' 
How high is the chance that player 1 wins if player 2 has an 88.29% chance of winning with the choice of R RB?	SELECT col2 FROM table_1_10664957_2 WHERE col3='88.29%' AND col1='R RB' 
 what is the nfl team where player is thane gash	SELECT col1 FROM table_1_10650711_1 WHERE col2='Thane Gash' 
what is the maximum pick # where player is anthony blaylock	SELECT MAX(col0) FROM table_1_10650711_1 WHERE col2='Anthony Blaylock' 
 what's the nfl team where player is clifford charlton	SELECT col1 FROM table_1_10650711_1 WHERE col2='Clifford Charlton' 
 what's the position where player is anthony blaylock	SELECT col3 FROM table_1_10650711_1 WHERE col2='Anthony Blaylock' 
what is the minimum pick # where position is defensive tackle	SELECT MIN(col0) FROM table_1_10650711_1 WHERE col3='Defensive Tackle' 
Which province has a density of 971.4?	SELECT col0 FROM table_1_1067441_1 WHERE col3='971.4' 
What is Friesland's gdp per capita?	SELECT MIN(col5) FROM table_1_1067441_1 WHERE col0='Friesland' 
What is the area of the place that has a population density of 331.4?	SELECT MAX(col2) FROM table_1_1067441_1 WHERE col3='331.4' 
Which province has a gdp of 38355 million euros?	SELECT col0 FROM table_1_1067441_1 WHERE col4='38355' 
What is the population estimate for the place that gad a 18496 million euro gdp?	SELECT col1 FROM table_1_1067441_1 WHERE col4='18496' 
What is the title when original air date is may15,2008?	SELECT col2 FROM table_1_10701133_1 WHERE col6='May15,2008' 
What is the highest no. in season?	SELECT MAX(col1) FROM table_1_10701133_1 WHERE 
Who directed the episode where u.s. viewers (million)is 12.90?	SELECT col3 FROM table_1_10701133_1 WHERE col7='12.90' 
How many episodes aired in Region 2 beginning May 26,2008?	SELECT MIN(col1) FROM table_1_1067134_1 WHERE col3='May 26, 2008' 
What date did the DVD for season six come out in region 2?	SELECT col3 FROM table_1_1067134_1 WHERE col0='Season Six' 
What is the least amount of season epidsodes?	SELECT MIN(col1) FROM table_1_1067134_1 WHERE 
What DVD season/name for region 2 was released August 22,2010?	SELECT col0 FROM table_1_1067134_1 WHERE col3='August 22, 2010' 
How many points for 2005?	SELECT COUNT(col6) FROM table_1_10705060_1 WHERE col0='2005' 
what is the score for the dams?	SELECT col6 FROM table_1_10705060_1 WHERE col2='DAMS' 
how many positions in 2009?	SELECT COUNT(col7) FROM table_1_10705060_1 WHERE col0='2009' 
what is the least number of poles?	SELECT MIN(col4) FROM table_1_10705060_1 WHERE 
Which series with 62 points?	SELECT col1 FROM table_1_10705060_1 WHERE col6='62' 
What is the total for 10th position?	SELECT COUNT(col6) FROM table_1_10705060_1 WHERE col7='10th' 
how many reports of races took place on october 16?	SELECT COUNT(col8) FROM table_1_10707142_2 WHERE col4='October 16' 
what is the name of the report that lists the race name as long beach grand prix?	SELECT col8 FROM table_1_10707142_2 WHERE col1='Long Beach Grand Prix' 
what is the report called where the circuit took place at the nazareth speedway?	SELECT col8 FROM table_1_10707142_2 WHERE col2='Nazareth Speedway' 
what is the name of the race where newman/haas racing is the winning team and rick mears is at the pole position?	SELECT col1 FROM table_1_10707142_2 WHERE col7='Newman/Haas Racing' AND col5='Rick Mears' 
meadowlands sports complex is the circuit at which city/location?	SELECT col3 FROM table_1_10707142_2 WHERE col2='Meadowlands Sports Complex' 
What is the literacy rate for groups that grew 103.1% between 1991 and 2001?	SELECT col4 FROM table_1_10710364_2 WHERE col2='103.1%' 
What is the lowest sex ratio in rural areas?	SELECT MIN(col6) FROM table_1_10710364_2 WHERE 
What is the lowest child sex ratio in groups where employment is 31.3%?	SELECT MIN(col8) FROM table_1_10710364_2 WHERE col5='31.3%' 
What is the population percentage of the group where the rural sex ratio is 953?	SELECT col1 FROM table_1_10710364_2 WHERE col6='953' 
What is the original air date for the title "felonious monk"?	SELECT col5 FROM table_1_10715317_2 WHERE col2='"Felonious Monk"' 
What is the title of the episode directed by Peter Markle and written by Jerry Stahl?	SELECT col2 FROM table_1_10715317_2 WHERE col3='Peter Markle' AND col4='Jerry Stahl' 
How many episodes were titled "identity crisis"?	SELECT COUNT(col3) FROM table_1_10715317_2 WHERE col2='"Identity Crisis"' 
Who does the lap-by-lap when the pit reporters are Jack Arute,Vince Welch,and Mike Massaro?	SELECT col4 FROM table_1_10716893_3 WHERE col6='Jack Arute Vince Welch Mike Massaro' 
When the pit reporters are Rick Debruhl,Jim,Noble,and Shannon Spake and Shannon Spake is also the host,who does the pre-race analysis?	SELECT col3 FROM table_1_10716893_3 WHERE col6='Rick DeBruhl Jim Noble Shannon Spake' AND col2='Shannon Spake' 
Who does the lap-by-lap in 2011?	SELECT col4 FROM table_1_10716893_3 WHERE col0='2011' 
Which network has Marty Reid as host and lap-by-lap broadcaster?	SELECT col1 FROM table_1_10716893_3 WHERE col4='Marty Reid' AND col2='Marty Reid' 
How many pre-race analysis occur when Allen Bestwick does the lap-by-lap?	SELECT COUNT(col3) FROM table_1_10716893_3 WHERE col4='Allen Bestwick' 
Which network airs the broadcasts of pit reporters Dave Burns,Jamie Little,and Shannon Spake?	SELECT col1 FROM table_1_10716893_3 WHERE col6='Dave Burns Jamie Little Shannon Spake' 
What's the highest season number of an episode in the series?	SELECT MAX(col1) FROM table_1_10718192_2 WHERE 
When did the episode titled "Lucky Strike"air for the first time?	SELECT col5 FROM table_1_10718192_2 WHERE col2='"Lucky Strike"' 
Who was the writer of the episode titled "One Hit Wonder"?	SELECT col4 FROM table_1_10718192_2 WHERE col2='"One Hit Wonder"' 
What's the date of the first airing of the episode with series number 63?	SELECT col5 FROM table_1_10718192_2 WHERE col0='63' 
How many titles got a viewership of 26.53 million?	SELECT COUNT(col2) FROM table_1_10718525_2 WHERE col6='26.53' 
How many viewers tuned into the show directed by Matt Earl Beesley?	SELECT col6 FROM table_1_10718525_2 WHERE col3='Matt Earl Beesley' 
Who wrote episode 94?	SELECT col4 FROM table_1_10718631_2 WHERE col0='94' 
Which episode was the number in the season where the number in the season is 10?	SELECT col0 FROM table_1_10718631_2 WHERE col1='10' 
How many episodes were in the season that had the epiosde of "crow's feet"?	SELECT col1 FROM table_1_10718631_2 WHERE col2='"Crow's Feet"' 
When did the 113 episode air?	SELECT col5 FROM table_1_10718631_2 WHERE col0='113' 
How many titles were there for the 113 episode?	SELECT COUNT(col2) FROM table_1_10718631_2 WHERE col0='113' 
What is the number in the season that Marlene Meyer wrote and 20.49 million people watched?	SELECT MAX(col1) FROM table_1_10718984_2 WHERE col4='Marlene Meyer' AND col6='20.49' 
When did the no. 23 show originally air?	SELECT col5 FROM table_1_10718984_2 WHERE col1='23' 
What was the original air date of the episode "The Good,The Bad and the Dominatrix"?	SELECT col5 FROM table_1_10718984_2 WHERE col2='"The Good, the Bad, and the Dominatrix"' 
Which circuits had a race on October 4?	SELECT col2 FROM table_1_10725629_2 WHERE col4='October 4' 
In which reports does Michael Andretti have the pole position and Galles-Kraco Racing is the winning team?	SELECT col9 FROM table_1_10725629_2 WHERE col5='Michael Andretti' AND col8='Galles-Kraco Racing' 
How many rounds were there of the Bosch Spark Plug Grand Prix?	SELECT COUNT(col0) FROM table_1_10725629_2 WHERE col1='Bosch Spark Plug Grand Prix' 
Which rounds were held on August 9?	SELECT col0 FROM table_1_10725629_2 WHERE col4='August 9' 
On how many dates did the Michigan International Speedway hold a round?	SELECT COUNT(col4) FROM table_1_10725629_2 WHERE col2='Michigan International Speedway' 
Name the total number of bids of the sun belt conference	SELECT COUNT(col1) FROM table_1_10722506_6 WHERE col0='Sun Belt' 
Name the round of 32 in conference usa	SELECT col4 FROM table_1_10722506_6 WHERE col0='Conference USA' 
What is the record when round of 32 is 0 and metro atlantic conference?	SELECT col2 FROM table_1_10722506_6 WHERE col4='0' AND col0='Metro Atlantic' 
What is the number of bids with elite eight larger than 1.0	SELECT COUNT(col1) FROM table_1_10722506_6 WHERE col6>'1.0' 
Who directed the episode with production code 7aff03?	SELECT col3 FROM table_1_10749143_2 WHERE col6='7AFF03' 
What is the title of the episode wtih 10.34 million U.S viewers?	SELECT col2 FROM table_1_10749143_2 WHERE col7='10.34' 
What place is the team that completed 6 races?	SELECT col9 FROM table_1_10748727_1 WHERE col3='6' 
how much did the british formula three called "fortec motorsport"score?	SELECT col8 FROM table_1_10748727_1 WHERE col1='British Formula Three' AND col2='Fortec Motorsport' 
how many races were in 2009 with 0 wins?	SELECT col3 FROM table_1_10748727_1 WHERE col0='2009' AND col4='0' 
What years did art grand prix compete?	SELECT col0 FROM table_1_10748727_1 WHERE col2='ART Grand Prix' 
What year had a score of 9?	SELECT col0 FROM table_1_10748727_1 WHERE col8='9' 
what is the greatest number of wins by japanese formula three?	SELECT MAX(col4) FROM table_1_10748727_1 WHERE col1='Japanese Formula Three' 
Who took test #4?	SELECT col4 FROM table_1_10749367_3 WHERE col0='4' 
What episode aired on 18 April 2007?	SELECT MIN(col0) FROM table_1_10749367_3 WHERE col1='18 April 2007' 
Who had the challenge of night driving?	SELECT col4 FROM table_1_10749367_3 WHERE col2='Night Driving' 
How many directors were there for the film Course Completed?	SELECT COUNT(col3) FROM table_1_10798928_1 WHERE col1='Course Completed' 
